"","loc","year","winter","week","month","n_ovi","n_pos.ovi","prop.ovi.posi","iso_week_string","fake_date","tid","tas","tp","date","tas_lag1","tas_lag2","tas_lag3","tp_lag1","tp_lag2","tp_lag3","winter_week","year_fac","year_numeric","year_centered","period"
"20","Bologna",2014,"2013-2014",2,1,20,0,0,"2014-W02-1",2014-01-06,"Bologna_2014_2",4.61394887924194,11.5124362182617,2014-01-09,1.94874019622803,-0.696328107118607,-0.70024534702301,4.13401731491089,0.054852827116847,1.23054622411728,13,"2014",2014,-4.35617808904453,"Spring"
"21","Bologna",2014,"2013-2014",4,1,20,0,0,"2014-W04-1",2014-01-20,"Bologna_2014_4",5.13962026596069,41.4654960632324,2014-01-23,4.61394887924194,1.94874019622803,-0.696328107118607,11.5124362182617,4.13401731491089,0.054852827116847,15,"2014",2014,-4.35617808904453,"Spring"
"22","Bologna",2014,"2013-2014",6,2,20,0,0,"2014-W06-1",2014-02-03,"Bologna_2014_6",5.32696645736694,62.4985302734375,2014-02-06,5.13962026596069,4.61394887924194,1.94874019622803,41.4654960632324,11.5124362182617,4.13401731491089,17,"2014",2014,-4.35617808904453,"Spring"
"23","Bologna",2014,"2013-2014",8,2,20,0,0,"2014-W08-1",2014-02-17,"Bologna_2014_8",5.91339223861694,17.8017918014526,2014-02-20,5.32696645736694,5.13962026596069,4.61394887924194,62.4985302734375,41.4654960632324,11.5124362182617,19,"2014",2014,-4.35617808904453,"Spring"
"24","Bologna",2014,"2013-2014",11,3,18,0,0,"2014-W11-1",2014-03-10,"Bologna_2014_11",3.04653554916382,0.437697375565767,2014-03-13,5.91339223861694,5.32696645736694,5.13962026596069,17.8017918014526,62.4985302734375,41.4654960632324,22,"2014",2014,-4.35617808904453,"Spring"
"25","Bologna",2014,"2013-2014",12,3,19,0,0,"2014-W12-1",2014-03-17,"Bologna_2014_12",6.33203847885132,0.014316998757422,2014-03-20,3.04653554916382,5.91339223861694,5.32696645736694,0.437697375565767,17.8017918014526,62.4985302734375,23,"2014",2014,-4.35617808904453,"Spring"
"26","Bologna",2014,"2013-2014",14,4,20,0,0,"2014-W14-1",2014-03-31,"Bologna_2014_14",6.61491445541382,0.372994018793106,2014-04-03,6.33203847885132,3.04653554916382,5.91339223861694,0.014316998757422,0.437697375565767,17.8017918014526,25,"2014",2014,-4.35617808904453,"Spring"
"27","Bologna",2014,"2013-2014",16,4,19,1,0.0526315789473684,"2014-W16-1",2014-04-14,"Bologna_2014_16",7.53172861099243,9.33675775527954,2014-04-17,6.61491445541382,6.33203847885132,3.04653554916382,0.372994018793106,0.014316998757422,0.437697375565767,27,"2014",2014,-4.35617808904453,"Spring"
"28","Bologna",2014,"2013-2014",18,5,19,4,0.210526315789474,"2014-W18-1",2014-04-28,"Bologna_2014_18",10.1534818267822,40.854676361084,2014-05-01,7.53172861099243,6.61491445541382,6.33203847885132,9.33675775527954,0.372994018793106,0.014316998757422,29,"2014",2014,-4.35617808904453,"Spring"
"29","Bologna",2014,"2013-2014",21,5,19,10,0.526315789473684,"2014-W21-1",2014-05-19,"Bologna_2014_21",10.3473941802979,0.50481030523777,2014-05-22,10.1534818267822,7.53172861099243,6.61491445541382,40.854676361084,9.33675775527954,0.372994018793106,32,"2014",2014,-4.35617808904453,"Spring"
"30","Bologna",2015,"2015-2016",42,10,20,16,0.8,"2015-W42-1",2015-10-12,"Bologna_2015_42",12.506555557251,50.4517991638184,2015-10-15,10.3473941802979,10.1534818267822,7.53172861099243,0.50481030523777,40.854676361084,9.33675775527954,0,"2015",2015,-3.35617808904453,"Autumn"
"31","Bologna",2015,"2015-2016",44,11,20,12,0.6,"2015-W44-1",2015-10-26,"Bologna_2015_44",8.04704111099243,25.2333396911621,2015-10-29,12.506555557251,10.3473941802979,10.1534818267822,50.4517991638184,0.50481030523777,40.854676361084,2,"2015",2015,-3.35617808904453,"Autumn"
"32","Bologna",2015,"2015-2016",46,11,19,8,0.421052631578947,"2015-W46-1",2015-11-09,"Bologna_2015_46",8.25000883102417,0.0136910667829216,2015-11-12,8.04704111099243,12.506555557251,10.3473941802979,25.2333396911621,50.4517991638184,0.50481030523777,4,"2015",2015,-3.35617808904453,"Autumn"
"33","Bologna",2015,"2015-2016",48,11,20,2,0.1,"2015-W48-1",2015-11-23,"Bologna_2015_48",2.66203728675842,50.1641897583008,2015-11-26,8.25000883102417,8.04704111099243,12.506555557251,0.0136910667829216,25.2333396911621,50.4517991638184,6,"2015",2015,-3.35617808904453,"Autumn"
"34","Bologna",2015,"2015-2016",50,12,20,2,0.1,"2015-W50-1",2015-12-07,"Bologna_2015_50",2.60976675033569,1.04696445703506,2015-12-10,2.66203728675842,8.25000883102417,8.04704111099243,50.1641897583008,0.0136910667829216,25.2333396911621,8,"2015",2015,-3.35617808904453,"Autumn"
"35","Bologna",2015,"2015-2016",52,12,20,1,0.05,"2015-W52-1",2015-12-21,"Bologna_2015_52",4.60218252182007,0.390391935706139,2015-12-24,2.60976675033569,2.66203728675842,8.25000883102417,1.04696445703506,50.1641897583008,0.0136910667829216,10,"2015",2015,-3.35617808904453,"Autumn"
"36","Bologna",2016,"2015-2016",2,1,20,1,0.05,"2016-W02-1",2016-01-11,"Bologna_2016_2",4.63884389877319,15.8961585235596,2016-01-14,4.60218252182007,2.60976675033569,2.66203728675842,0.390391935706139,1.04696445703506,50.1641897583008,13,"2016",2016,-2.35617808904453,"Spring"
"37","Bologna",2016,"2015-2016",4,1,19,1,0.0526315789473684,"2016-W04-1",2016-01-25,"Bologna_2016_4",0.761508801281452,0.451598658561707,2016-01-28,4.63884389877319,4.60218252182007,2.60976675033569,15.8961585235596,0.390391935706139,1.04696445703506,15,"2016",2016,-2.35617808904453,"Spring"
"38","Bologna",2016,"2015-2016",6,2,20,3,0.15,"2016-W06-1",2016-02-08,"Bologna_2016_6",2.96550405502319,11.4176201248169,2016-02-11,0.761508801281452,4.63884389877319,4.60218252182007,0.451598658561707,15.8961585235596,0.390391935706139,17,"2016",2016,-2.35617808904453,"Spring"
"39","Bologna",2016,"2015-2016",8,2,20,1,0.05,"2016-W08-1",2016-02-22,"Bologna_2016_8",5.03909292221069,8.60576410293579,2016-02-25,2.96550405502319,0.761508801281452,4.63884389877319,11.4176201248169,0.451598658561707,15.8961585235596,19,"2016",2016,-2.35617808904453,"Spring"
"40","Bologna",2016,"2015-2016",10,3,20,1,0.05,"2016-W10-1",2016-03-07,"Bologna_2016_10",2.64791985988617,37.5979888153076,2016-03-10,5.03909292221069,2.96550405502319,0.761508801281452,8.60576410293579,11.4176201248169,0.451598658561707,21,"2016",2016,-2.35617808904453,"Spring"
"41","Bologna",2016,"2015-2016",12,3,20,2,0.1,"2016-W12-1",2016-03-21,"Bologna_2016_12",4.18687856674194,5.41099944114685,2016-03-24,2.64791985988617,5.03909292221069,2.96550405502319,37.5979888153076,8.60576410293579,11.4176201248169,23,"2016",2016,-2.35617808904453,"Spring"
"42","Bologna",2016,"2015-2016",14,4,20,0,0,"2016-W14-1",2016-04-04,"Bologna_2016_14",9.23648475646973,0.970490851402283,2016-04-07,4.18687856674194,2.64791985988617,5.03909292221069,5.41099944114685,37.5979888153076,8.60576410293579,25,"2016",2016,-2.35617808904453,"Spring"
"43","Bologna",2016,"2015-2016",16,4,20,1,0.05,"2016-W16-1",2016-04-18,"Bologna_2016_16",9.47701332092285,1.30877889871597,2016-04-21,9.23648475646973,4.18687856674194,2.64791985988617,0.970490851402283,5.41099944114685,37.5979888153076,27,"2016",2016,-2.35617808904453,"Spring"
"44","Bologna",2016,"2015-2016",18,5,20,0,0,"2016-W18-1",2016-05-02,"Bologna_2016_18",9.18721466064453,43.0082723999023,2016-05-05,9.47701332092285,9.23648475646973,4.18687856674194,1.30877889871597,0.970490851402283,5.41099944114685,29,"2016",2016,-2.35617808904453,"Spring"
"45","Bologna",2016,"2015-2016",20,5,19,7,0.368421052631579,"2016-W20-1",2016-05-16,"Bologna_2016_20",10.4009952545166,27.4543029022217,2016-05-19,9.18721466064453,9.47701332092285,9.23648475646973,43.0082723999023,1.30877889871597,0.970490851402283,31,"2016",2016,-2.35617808904453,"Spring"
"46","Bologna",2016,"2016-2017",42,10,16,14,0.875,"2016-W42-1",2016-10-17,"Bologna_2016_42",10.9291361236572,30.9742301940918,2016-10-20,10.4009952545166,9.18721466064453,9.47701332092285,27.4543029022217,43.0082723999023,1.30877889871597,0,"2016",2016,-2.35617808904453,"Autumn"
"47","Bologna",2016,"2016-2017",45,11,15,14,0.933333333333333,"2016-W45-1",2016-11-07,"Bologna_2016_45",6.67980825424194,22.6222556304932,2016-11-10,10.9291361236572,10.4009952545166,9.18721466064453,30.9742301940918,27.4543029022217,43.0082723999023,3,"2016",2016,-2.35617808904453,"Autumn"
"48","Bologna",2016,"2016-2017",46,11,20,5,0.25,"2016-W46-1",2016-11-14,"Bologna_2016_46",2.54819326400757,9.97700975418091,2016-11-17,6.67980825424194,10.9291361236572,10.4009952545166,22.6222556304932,30.9742301940918,27.4543029022217,4,"2016",2016,-2.35617808904453,"Autumn"
"49","Bologna",2016,"2016-2017",48,11,20,1,0.05,"2016-W48-1",2016-11-28,"Bologna_2016_48",3.33189443588257,21.5764678955078,2016-12-01,2.54819326400757,6.67980825424194,10.9291361236572,9.97700975418091,22.6222556304932,30.9742301940918,6,"2016",2016,-2.35617808904453,"Autumn"
"50","Bologna",2016,"2016-2017",50,12,20,2,0.1,"2016-W50-1",2016-12-12,"Bologna_2016_50",0.793419200778008,0.744323439598083,2016-12-15,3.33189443588257,2.54819326400757,6.67980825424194,21.5764678955078,9.97700975418091,22.6222556304932,8,"2016",2016,-2.35617808904453,"Autumn"
"51","Bologna",2016,"2016-2017",52,12,20,1,0.05,"2016-W52-1",2016-12-26,"Bologna_2016_52",0.158930665343069,0.0102820854634047,2016-12-29,0.793419200778008,3.33189443588257,2.54819326400757,0.744323439598083,21.5764678955078,9.97700975418091,10,"2016",2016,-2.35617808904453,"Autumn"
"52","Bologna",2017,"2016-2017",3,1,20,5,0.25,"2017-W03-1",2017-01-16,"Bologna_2017_3",-1.43766725182533,19.6132248687744,2017-01-19,0.158930665343069,0.793419200778008,3.33189443588257,0.0102820854634047,0.744323439598083,21.5764678955078,14,"2017",2017,-1.35617808904453,"Spring"
"53","Bologna",2017,"2016-2017",5,2,19,0,0,"2017-W05-1",2017-01-30,"Bologna_2017_5",0.889587426185608,3.99801875114441,2017-02-02,-1.43766725182533,0.158930665343069,0.793419200778008,19.6132248687744,0.0102820854634047,0.744323439598083,16,"2017",2017,-1.35617808904453,"Spring"
"54","Bologna",2017,"2016-2017",7,2,20,1,0.05,"2017-W07-1",2017-02-13,"Bologna_2017_7",2.11350215435028,2.40173853874207,2017-02-16,0.889587426185608,-1.43766725182533,0.158930665343069,3.99801875114441,19.6132248687744,0.0102820854634047,18,"2017",2017,-1.35617808904453,"Spring"
"55","Bologna",2017,"2016-2017",9,2,20,2,0.1,"2017-W09-1",2017-02-27,"Bologna_2017_9",3.49732290267944,22.7280265808105,2017-03-02,2.11350215435028,0.889587426185608,-1.43766725182533,2.40173853874207,3.99801875114441,19.6132248687744,20,"2017",2017,-1.35617808904453,"Spring"
"56","Bologna",2017,"2016-2017",11,3,20,3,0.15,"2017-W11-1",2017-03-13,"Bologna_2017_11",3.45890005111694,0.00687786238268018,2017-03-16,3.49732290267944,2.11350215435028,0.889587426185608,22.7280265808105,2.40173853874207,3.99801875114441,22,"2017",2017,-1.35617808904453,"Spring"
"57","Bologna",2017,"2016-2017",13,3,20,0,0,"2017-W13-1",2017-03-27,"Bologna_2017_13",6.23684560775757,4.36077171325684,2017-03-30,3.45890005111694,3.49732290267944,2.11350215435028,0.00687786238268018,22.7280265808105,2.40173853874207,24,"2017",2017,-1.35617808904453,"Spring"
"58","Bologna",2017,"2016-2017",15,4,20,1,0.05,"2017-W15-1",2017-04-10,"Bologna_2017_15",9.48739784240723,3.1155819606781,2017-04-13,6.23684560775757,3.45890005111694,3.49732290267944,4.36077171325684,0.00687786238268018,22.7280265808105,26,"2017",2017,-1.35617808904453,"Spring"
"59","Bologna",2017,"2016-2017",17,4,20,1,0.05,"2017-W17-1",2017-04-24,"Bologna_2017_17",7.95345722198486,7.72709321975708,2017-04-27,9.48739784240723,6.23684560775757,3.45890005111694,3.1155819606781,4.36077171325684,0.00687786238268018,28,"2017",2017,-1.35617808904453,"Spring"
"60","Bologna",2017,"2016-2017",19,5,20,4,0.2,"2017-W19-1",2017-05-08,"Bologna_2017_19",9.18458404541016,24.3630723571777,2017-05-11,7.95345722198486,9.48739784240723,6.23684560775757,7.72709321975708,3.1155819606781,4.36077171325684,30,"2017",2017,-1.35617808904453,"Spring"
"61","Bologna",2017,"2016-2017",21,5,14,9,0.642857142857143,"2017-W21-1",2017-05-22,"Bologna_2017_21",14.0619412994385,10.6458082580566,2017-05-25,9.18458404541016,7.95345722198486,9.48739784240723,24.3630723571777,7.72709321975708,3.1155819606781,32,"2017",2017,-1.35617808904453,"Spring"
"62","Bologna",2017,"2017-2018",43,10,17,17,1,"2017-W43-1",2017-10-23,"Bologna_2017_43",8.06166275024414,30.711043548584,2017-10-26,14.0619412994385,9.18458404541016,7.95345722198486,10.6458082580566,24.3630723571777,7.72709321975708,1,"2017",2017,-1.35617808904453,"Autumn"
"63","Bologna",2017,"2017-2018",45,11,20,15,0.75,"2017-W45-1",2017-11-06,"Bologna_2017_45",8.55756858825684,84.9688606262207,2017-11-09,8.06166275024414,14.0619412994385,9.18458404541016,30.711043548584,10.6458082580566,24.3630723571777,3,"2017",2017,-1.35617808904453,"Autumn"
"64","Bologna",2017,"2017-2018",47,11,20,1,0.05,"2017-W47-1",2017-11-20,"Bologna_2017_47",3.12098867416382,0.0615733099728823,2017-11-23,8.55756858825684,8.06166275024414,14.0619412994385,84.9688606262207,30.711043548584,10.6458082580566,5,"2017",2017,-1.35617808904453,"Autumn"
"65","Bologna",2017,"2017-2018",49,12,19,0,0,"2017-W49-1",2017-12-04,"Bologna_2017_49",-0.355316161811352,10.1504421806335,2017-12-07,3.12098867416382,8.55756858825684,8.06166275024414,0.0615733099728823,84.9688606262207,30.711043548584,7,"2017",2017,-1.35617808904453,"Autumn"
"66","Bologna",2017,"2017-2018",51,12,18,2,0.111111111111111,"2017-W51-1",2017-12-18,"Bologna_2017_51",-1.01206296443939,8.76112859725952,2017-12-21,-0.355316161811352,3.12098867416382,8.55756858825684,10.1504421806335,0.0615733099728823,84.9688606262207,9,"2017",2017,-1.35617808904453,"Autumn"
"67","Bologna",2018,"2017-2018",1,1,19,0,0,"2018-W01-1",2018-01-01,"Bologna_2018_1",0.359516608342528,8.63054267883301,2018-01-04,-1.01206296443939,-0.355316161811352,3.12098867416382,8.76112859725952,10.1504421806335,0.0615733099728823,12,"2018",2018,-0.356178089044533,"Spring"
"68","Bologna",2018,"2017-2018",3,1,20,0,0,"2018-W03-1",2018-01-15,"Bologna_2018_3",1.90402097225189,1.66456281781197,2018-01-18,0.359516608342528,-1.01206296443939,-0.355316161811352,8.63054267883301,8.76112859725952,10.1504421806335,14,"2018",2018,-0.356178089044533,"Spring"
"69","Bologna",2018,"2017-2018",5,2,19,1,0.0526315789473684,"2018-W05-1",2018-01-29,"Bologna_2018_5",3.83646108627319,2.16779747009277,2018-02-01,1.90402097225189,0.359516608342528,-1.01206296443939,1.66456281781197,8.63054267883301,8.76112859725952,16,"2018",2018,-0.356178089044533,"Spring"
"70","Bologna",2018,"2017-2018",7,2,20,0,0,"2018-W07-1",2018-02-12,"Bologna_2018_7",-2.14835208415985,17.371390953064,2018-02-15,3.83646108627319,1.90402097225189,0.359516608342528,2.16779747009277,1.66456281781197,8.63054267883301,18,"2018",2018,-0.356178089044533,"Spring"
"71","Bologna",2018,"2017-2018",11,3,20,2,0.1,"2018-W11-1",2018-03-12,"Bologna_2018_11",4.79474721908569,26.2619485473633,2018-03-15,-2.14835208415985,3.83646108627319,1.90402097225189,17.371390953064,2.16779747009277,1.66456281781197,22,"2018",2018,-0.356178089044533,"Spring"
"72","Bologna",2018,"2017-2018",13,3,20,0,0,"2018-W13-1",2018-03-26,"Bologna_2018_13",2.09130610466003,0.758641656637192,2018-03-29,4.79474721908569,-2.14835208415985,3.83646108627319,26.2619485473633,17.371390953064,2.16779747009277,24,"2018",2018,-0.356178089044533,"Spring"
"73","Bologna",2018,"2017-2018",15,4,19,0,0,"2018-W15-1",2018-04-09,"Bologna_2018_15",7.17770009994507,13.1362569046021,2018-04-12,2.09130610466003,4.79474721908569,-2.14835208415985,0.758641656637192,26.2619485473633,17.371390953064,26,"2018",2018,-0.356178089044533,"Spring"
"74","Bologna",2018,"2017-2018",17,4,18,1,0.0555555555555556,"2018-W17-1",2018-04-23,"Bologna_2018_17",11.7997843170166,0.0297174683958292,2018-04-26,7.17770009994507,2.09130610466003,4.79474721908569,13.1362569046021,0.758641656637192,26.2619485473633,28,"2018",2018,-0.356178089044533,"Spring"
"75","Bologna",2018,"2017-2018",19,5,19,10,0.526315789473684,"2018-W19-1",2018-05-07,"Bologna_2018_19",12.8154349517822,27.7489876747131,2018-05-10,11.7997843170166,7.17770009994507,2.09130610466003,0.0297174683958292,13.1362569046021,0.758641656637192,30,"2018",2018,-0.356178089044533,"Spring"
"76","Bologna",2018,"2017-2018",21,5,20,17,0.85,"2018-W21-1",2018-05-21,"Bologna_2018_21",12.7426029205322,25.3349157714844,2018-05-24,12.8154349517822,11.7997843170166,7.17770009994507,27.7489876747131,0.0297174683958292,13.1362569046021,32,"2018",2018,-0.356178089044533,"Spring"
"77","Bologna",2018,"2018-2019",43,10,20,20,1,"2018-W43-1",2018-10-22,"Bologna_2018_43",9.82794105529785,2.73349670171738,2018-10-25,12.7426029205322,12.8154349517822,11.7997843170166,25.3349157714844,27.7489876747131,0.0297174683958292,1,"2018",2018,-0.356178089044533,"Autumn"
"78","Bologna",2018,"2018-2019",45,11,19,18,0.947368421052632,"2018-W45-1",2018-11-05,"Bologna_2018_45",11.9533011627197,25.9918446350098,2018-11-08,9.82794105529785,12.7426029205322,12.8154349517822,2.73349670171738,25.3349157714844,27.7489876747131,3,"2018",2018,-0.356178089044533,"Autumn"
"79","Bologna",2018,"2018-2019",47,11,20,8,0.4,"2018-W47-1",2018-11-19,"Bologna_2018_47",4.13816518783569,18.123143119812,2018-11-22,11.9533011627197,9.82794105529785,12.7426029205322,25.9918446350098,2.73349670171738,25.3349157714844,5,"2018",2018,-0.356178089044533,"Autumn"
"80","Bologna",2018,"2018-2019",49,12,20,1,0.05,"2018-W49-1",2018-12-03,"Bologna_2018_49",3.38275259017944,3.26162127494812,2018-12-06,4.13816518783569,11.9533011627197,9.82794105529785,18.123143119812,25.9918446350098,2.73349670171738,7,"2018",2018,-0.356178089044533,"Autumn"
"81","Bologna",2018,"2018-2019",51,12,17,1,0.0588235294117647,"2018-W51-1",2018-12-17,"Bologna_2018_51",-2.44492192745209,20.0927116394043,2018-12-20,3.38275259017944,4.13816518783569,11.9533011627197,3.26162127494812,18.123143119812,25.9918446350098,9,"2018",2018,-0.356178089044533,"Autumn"
"82","Bologna",2019,"2018-2019",1,1,20,0,0,"2019-W01-1",2018-12-31,"Bologna_2019_1",-0.946766338348389,0.0709163631498814,2019-01-03,-2.44492192745209,3.38275259017944,4.13816518783569,20.0927116394043,3.26162127494812,18.123143119812,12,"2019",2019,0.643821910955467,"Spring"
"83","Bologna",2019,"2018-2019",3,1,19,0,0,"2019-W03-1",2019-01-14,"Bologna_2019_3",-0.176513668373227,0.539701853990555,2019-01-17,-0.946766338348389,-2.44492192745209,3.38275259017944,0.0709163631498814,20.0927116394043,3.26162127494812,14,"2019",2019,0.643821910955467,"Spring"
"84","Bologna",2019,"2018-2019",4,1,19,0,0,"2019-W04-1",2019-01-21,"Bologna_2019_4",0.0231335606426001,31.3299464416504,2019-01-24,-0.176513668373227,-0.946766338348389,-2.44492192745209,0.539701853990555,0.0709163631498814,20.0927116394043,15,"2019",2019,0.643821910955467,"Spring"
"85","Bologna",2019,"2018-2019",7,2,19,0,0,"2019-W07-1",2019-02-11,"Bologna_2019_7",1.29547121524811,1.82405326843262,2019-02-14,0.0231335606426001,-0.176513668373227,-0.946766338348389,31.3299464416504,0.539701853990555,0.0709163631498814,18,"2019",2019,0.643821910955467,"Spring"
"86","Bologna",2019,"2018-2019",8,2,20,0,0,"2019-W08-1",2019-02-18,"Bologna_2019_8",1.29570314407349,0.00716276353225112,2019-02-21,1.29547121524811,0.0231335606426001,-0.176513668373227,1.82405326843262,31.3299464416504,0.539701853990555,19,"2019",2019,0.643821910955467,"Spring"
"87","Bologna",2019,"2018-2019",10,3,20,1,0.05,"2019-W10-1",2019-03-04,"Bologna_2019_10",5.45213247299194,0.495825218558311,2019-03-07,1.29570314407349,1.29547121524811,0.0231335606426001,0.00716276353225112,1.82405326843262,31.3299464416504,21,"2019",2019,0.643821910955467,"Spring"
"88","Bologna",2019,"2018-2019",13,3,20,0,0,"2019-W13-1",2019-03-25,"Bologna_2019_13",4.28365835189819,8.51649667739868,2019-03-28,5.45213247299194,1.29570314407349,1.29547121524811,0.495825218558311,0.00716276353225112,1.82405326843262,24,"2019",2019,0.643821910955467,"Spring"
"89","Bologna",2019,"2018-2019",15,4,20,0,0,"2019-W15-1",2019-04-08,"Bologna_2019_15",6.84050163269043,21.9573348999023,2019-04-11,4.28365835189819,5.45213247299194,1.29570314407349,8.51649667739868,0.495825218558311,0.00716276353225112,26,"2019",2019,0.643821910955467,"Spring"
